0x400f20 , fopen@plt , /home/maya/Desktop/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/inline/bzip2 , 0x400000 , 5 , 3
0x400ea0 , __xstat@plt , /home/maya/Desktop/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/inline/bzip2 , 0x400000 , 4 , 2
0x400d20 , getenv@plt , /home/maya/Desktop/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/inline/bzip2 , 0x400000 , 4 , 2
0x400ec0 , fflush@plt , /home/maya/Desktop/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/inline/bzip2 , 0x400000 , 4 , 2
0x417e50 , _fini , /home/maya/Desktop/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/inline/bzip2 , 0x400000 , 3 , 1
0x400d30 , utime@plt , /home/maya/Desktop/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/inline/bzip2 , 0x400000 , 3 , 1
0x400d70 , remove@plt , /home/maya/Desktop/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/inline/bzip2 , 0x400000 , 3 , 1
0x400e40 , __libc_start_main@plt , /home/maya/Desktop/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/inline/bzip2 , 0x400000 , 3 , 1
0x400ee0 , chown@plt , /home/maya/Desktop/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/inline/bzip2 , 0x400000 , 3 , 1
0x400ef0 , fdopen@plt , /home/maya/Desktop/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/inline/bzip2 , 0x400000 , 3 , 1
0x400f00 , chmod@plt , /home/maya/Desktop/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/inline/bzip2 , 0x400000 , 3 , 1
0x400f10 , open@plt , /home/maya/Desktop/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/inline/bzip2 , 0x400000 , 3 , 1
0x401060 , frame_dummy , /home/maya/Desktop/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/inline/bzip2 , 0x400000 , 3 , 1
0x40282d , mainSimpleSort , /home/maya/Desktop/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/inline/bzip2 , 0x400000 , -1757907448 , 511272
0x403437 , mainSort , /home/maya/Desktop/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/inline/bzip2 , 0x400000 , -2070085766 , 20
